Article Title ,Abstract,Review,Review Type
"A novel microbial agent reduces soil paclobutrazol residue, enhances enzyme activities and increases Ophiopogon japonicus production","
Background
Ophiopogon japonicus (O. japonicus) is a versatile plant valued for its medicinal, food, and ornamental properties. Its cultivation often involves the excessive use of paclobutrazol, leading to a series of environmental and agricultural problems such as soil contamination, nutrient depletion, and safety risks. However, there is currently no effective solution.

Methods
Based on a novel microbial agent, Micrococcus yunnanensis strain HY001 (MYSH), field experiments were conducted in the main production area of O. japonicus. Soil paclobutrazol residue, soil enzyme activities, and the yield and dry matter ratio of O. japonicus were measured. Hierarchical partitioning (HP) was used to identify the relative importance of different variables, and partial least squares path modeling (PLS-PM) was applied to elucidate the mechanisms underlying MYSH’s effects on soil health and crop production.

Results
MYSH significantly reduced soil paclobutrazol residue by 75.18% over five months, compared to a natural degradation rate of 50.72% over a year. Compared to the control group, the MYSH-treated group enhanced soil sucrase activity, soil urease activity, and soil alkaline phosphatase activity, with rates of 47.81%, 46.70%, and 216.66%, respectively. Additionally, MYSH improved O. japonicus productivity, with a 94.75% increase in yield and a 17.64% increase in dry matter ratio. HP revealed that MYSH was the primary factor affecting the yield and dry matter ratio of O. japonicus, with relative importance of 47.75% and 42.28%, respectively. The key mechanism was that MYSH degraded soil paclobutrazol residue, which in turn influenced soil sucrase activity, ultimately impacting the yield of O. japonicus (p < 0.05).

Conclusions
This study demonstrates the dual role of MYSH as both an environmental remediation agent and a crop productivity enhancer for the first time. By reducing paclobutrazol residue and enhancing soil health and crop production, MYSH shows great potential for broader application in sustainable agricultural practices. This research highlights the efficacy of microbial agents in addressing agrochemical contamination and promoting sustainable farming, providing a valuable contribution to the development of eco-friendly agricultural solutions.","The paper is overlength. Authors should reduce the length to respect the guidelines.
The writing style of this paper is not good enough. Authors should spend some time improving it so that the paper can be read more smoothly. The paper has several typos. Authors need to proofread the paper to eliminate all of them.
The text of some figure(s) is too small. Authors should make sure that the text can be read if printed on paper. The paper should be updated to include more recent references, preferably from the last 2 or 3 years.
The authors need to better explain the context of this research, including why the research problem is important.To ensure reproducibility of the results, the code of the proposed solution should be made public on a website. The experiments have carried with some data that is not publicly available. Authors should make it available on some public website so that experiments can be reproduced.",Generic
Benchmarking of a time-saving and scalable protocol for the extraction of DNA from diverse viromes,"The virome, composed of viruses inhabiting diverse ecosystems, significantly influences microbial community dynamics and host health. The phenol-chloroform DNA extraction protocol for viromes, though effective, is time-intensive and requires the use of multiple toxic chemicals. This study introduces a streamlined, scalable protocol for DNA extraction using a commercially-available kit as an alternative, assessing its performance against the phenol-chloroform method across human fecal, mouse fecal, and soil samples. No significant differences in virome diversity or community composition were seen between methods. Most viral operational taxonomic units (vOTUs) were common to both methods, with only a small percentage unique to either approach. Alpha- and beta-diversity analyses showed no significant impact of the extraction method on virome composition, confirming the kit’s efficacy and versatility on sample types beyond those officially supported by the manufacturer. While the kit approach offers benefits like reduced toxicity and increased throughput, it has limitations such as higher costs and potential issues reliably capturing low-abundance taxa. This protocol provides a viable option for large-scale virome studies, although the phenol-chloroform approach may still be preferable for specific sample types.","The writing style of this paper is not good enough. Authors should spend some time improving it so that the paper can be read more smoothly.
Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics.
The paper should be updated to include more recent references, preferably from the last 2 or 3 years.
The related work section is not well organized. Authors must try to categorize the papers and present them in a logical way.
Some experiment(s) should be added to show that the proposed solution can be used in real applications.
",Generic
Effects of tropical fruit blends on fermentative and pigmentation aspects of probiotic native cultured goat milk,"Background
Fruits are sources of bioactive compounds such as phenolics that bring health benefits to consumers. The addition of fruit products and microorganisms with probiotic potential in fermented goat milk can facilitate the acquisition of these benefits through diet. In this sense, the objective of this study was to evaluate the effect of incorporating a mixture of ingredients from jaboticaba (Myrciaria cauliflora), jambolana (Syzygium cumini), and mandacaru (Cereus jamacaru) fruits on fermentation parameters (pH, titratable acidity, viability of the native culture Lactiplantibacillus plantarum CNPC003 and the starter culture), associated with pigmentation (phenolic compound content and color) through experimental mixture design.

Methods
A simplex-centroid experimental design was conducted, comprised of seven trials totaling the addition of 30% of the fruit preparations in the final formulation of fermented milk and one control trial (without addition of preparations), with the response being the total phenolic content and the instrumental color parameter a*. Fermentations were carried out with the addition of the native culture Lactiplantibacillus plantarum CNPC003 and the starter culture Streptococcus thermophilus. Subsequently, analyses of pH, titratable acidity, viability of the native and starter cultures, total phenolic compound content, and the instrumental color parameter a* were performed.

Results
The final pH among trials ranged from 4.55 to 4.69, titratable acidity ranged from 0.59 to 0.64, the population of L. plantarum CNPC003 reached levels exceeding 8 log CFU/g, as did the population of Streptococcus thermophilus. The content of phenolic compounds was higher in trials T1, T5, and T7, as well as the color parameter (a*). The use of experimental mixture design contributed to the development of products with high viability of L. plantarum, high content of phenolic compounds, and a characteristic color of the added fruits, bringing benefits to consumer health.","The writing style of this paper is not good enough. Authors should spend some time improving it so that the paper can be read more smoothly.
Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics.
The paper should be updated to include more recent references, preferably from the last 2 or 3 years.
The related work section is not well organized. Authors must try to categorize the papers and present them in a logical way.
Some experiment(s) should be added to show that the proposed solution can be used in real applications.
",Generic
"A new metriacanthosaurid theropod dinosaur from the Middle Jurassic of Yunnan Province, China","Metriacanthosaurid theropods represent a basal-branching lineage of tetanurans. Members of this clade are mainly medium to large-sized and lived in Laurasia during the Middle Jurassic to the Early Cretaceous. In this clade, Sinraptor dongi, Sinraptor hepingensis, and Yangchuanosarus shangyouensis from the Late Jurassic are well represented by the nearly complete specimens, but the incompleteness of Middle Jurassic taxa hinders our knowledge of the origin and early evolution of Metriacanthosauridae. This paper describes a new genus and species of metriacanthosaurids, Yuanmouraptor jinshajiangensis gen. et sp. nov, from the Middle Jurassic Zhanghe Formation of Yunnan Province, China. The new taxon is represented by a cranium and the anterior section of the vertebral column including the complete cervical series and the first dorsal vertebra. Yuanmouraptor jinshajiangensis can be diagnosed based on the following autapomorphies: the anterior process of postorbital sheet-shaped and keeping consistent depth; ventral ramus of postorbital bearing a laterally twisted trough running along its lateral surface; ventral surface of axial intercentrum parallel with that of axial centrum; discontinuity of inclination on anterodorsal margin of the third and fourth cervical vertebrae; strongly posteriorly elongated epipophyses of anterior cervical vertebrae; deeply excavated pneumatic foramina on the third cervical vertebra; sheet-shaped and subrectangular neural spines of posterior cervical vertebrae. Phylogenetic analysis recovers Yuanmouraptor as the most basal-branching member within Metriacanthosauridae and provides a new alternative phylogenetic topology of non-coelurosaurian tetanurans.","The paper does not follow the required format. Please check the guidelines carefully and fix it. The paper is overlength. Authors should reduce the length to respect the guidelines.
The paper should be updated to include more recent references, preferably from the last 2 or 3 years. The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references. The authors should add a clear and detailed problem definition. It is necessary to discuss the complexity of the proposed solution.",Generic
Using transformers and Bi-LSTM with sentence embeddings for prediction of openness human personality trait,"Understanding human personality traits is significant as it helps in decision making related to consumers’ behavior, career counselling, team building and top candidates’ selection for recruitment. Among various traits, openness is essential as it shows both diverse aspects of sensitive nature or intuitive nature. The individuals having a sensing nature tends to be more practical and prefer to focus on concrete information whereas the users having intuitive trait type is characterized by a focus on abstract ideas, creative thinking and future-oriented perspectives. In this research work, we aim to explore diverse natural language processing (NLP) based features and apply state of the art deep learning algorithms for openness trait prediction. Using standard Myers-Briggs Type Indicator (MBTI) dataset, we propose the use of the latest deep features of sentence embeddings which captures contextual semantics of the content to be used with deep learning models. For comparison, we explore textual features of Frequency-Inverse Document (TF-IDF) and parts of speech (POS) tagging with machine learning models and deep features of word2vec and global vectors for word representation (GloVe) with deep learning models. The comprehensive empirical analysis reveals that TF-IDF used with gradient boosting achieves high accuracy of 90% whereas, the deep feature of sentence embeddings when used and with deep model bidirectional long short-term memory (Bi-LSTM) achieves 90.5% accuracy. The best results have been achieved using the latest Transformer-based DistilBERT, which achieves the highest accuracy of 92% outperforming the existing studies in relevant literature.","The title of the paper is too long. In general, it is not recommended to exceed 10 words.
The paper does not follow the required format. Please check the guidelines carefully and fix it. The paper is overlength. Authors should reduce the length to respect the guidelines.The paper should be updated to include more recent references, preferably from the last 2 or 3 years.The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references. Authors should give a clear formal definition of the problem. The authors should add an example to illustrate the problem definition. There are inconsistencies in the notations used through the paper. Please make it consistent. Please add a table that summarize all the notations used in the paper. The algorithm(s) should be described clearly using pseudocode.",Generic
Anticancer drug synergy prediction based on CatBoost,"Background
The research of cancer treatments has always been a hot topic in the medical field. Multi-targeted combination drugs have been considered as an ideal option for cancer treatment. Since it is not feasible to use clinical experience or high-throughput screening to identify the complete combinatorial space, methods such as machine learning models offer the possibility to explore the combinatorial space effectively.

Methods
In this work, we proposed a machine learning method based on CatBoost to predict the synergy scores of anticancer drug combinations on cancer cell lines, which utilized oblivious trees and ordered boosting technique to avoid overfitting and bias. The model was trained and tested using the data screened from NCI-ALMANAC dataset. The drugs were characterized with morgan fingerprints, drug target information, monotherapy information, and the cell lines were described with gene expression profiles.

Results
In the stratified 5-fold cross-validation, our method obtained excellent results, where, the receiver operating characteristic area under the curve (ROC AUC) is 0.9217, precision-recall area under the curve (PR AUC) is 0.4651, mean squared error (MSE) is 0.1365, and Pearson correlation coefficient is 0.5335. The performance is significantly better than three other advanced models. Additionally, when using SHapley Additive exPlanations (SHAP) to interpret the biological significance of the prediction results, we found that drug features played more prominent roles than cell line features, and genes associated with cancer development, such as PTK2, CCND1, and GNA11, played an important part in drug synergy prediction. Combining the experimental results, the model proposed in this study has a good prediction effect and can be used as an alternative method for predicting anticancer drug combinations.","The paper has several typos. Authors need to proofread the paper to eliminate all of them. There should always be a single space before characters such as ( and [. 
The algorithm(s) should be described clearly using pseudocode. A statistical analysis should be carried out to demonstrate that the experimental results are significant. 
To ensure reproducibility of the results, the code of the proposed solution should be made public on a website. The experiments have carried with some data that is not publicly available. Authors should make it available on some public website so that experiments can be reproduced.
",Generic
Autonomous vehicle surveillance through fuzzy C-means segmentation and DeepSORT on aerial images,"The high mobility of uncrewed aerial vehicles (UAVs) has led to their usage in various computer vision applications, notably in intelligent traffic surveillance, where it enhances productivity and simplifies the process. Yet, there are still several challenges that must be resolved to automate these systems. One significant challenge is the accurate extraction of vehicle foregrounds in complex traffic scenarios. As a result, this article proposes a novel vehicle detection and tracking system for autonomous vehicle surveillance, which employs Fuzzy C-mean clustering to segment the aerial images. After segmentation, we employed the YOLOv4 deep learning algorithm, which is efficient in detecting small-sized objects in vehicle detection. Furthermore, an ID assignment and recovery algorithm based on Speed-Up Robust Feature (SURF) is used for multi-vehicle tracking across image frames. Vehicles are determined by counting in each image to estimate the traffic density at different time intervals. Finally, these vehicles were tracked using DeepSORT, which combines the Kalman filter with deep learning to produce accurate results. Furthermore, to understand the traffic flow direction, the path trajectories of each tracked vehicle is projected. Our proposed model demonstrates a noteworthy vehicle detection and tracking rate during experimental validation, attaining precision scores of 0.82 and 0.80 over UAVDT and KIT-AIS datasets for vehicle detection. For vehicle tracking, the precision is 0.87 over the UAVDT dataset and 0.83 for the KIT-AIS dataset.","The paper does not follow the required format. Please check the guidelines carefully and fix it. The paper is overlength. Authors should reduce the length to respect the guidelines. Some sentences are too long. Generally, it is better to write short sentences with one idea per sentence.
Some reference(s) are not cited in the text. All references should be cited in the paper.
Contributions should be highlighted more. It should be made clear what is novel and how it addresses the limitations of prior work. The related work section is too short.
The authors should add an example to illustrate the problem definition. 
Please add a table that summarize all the notations used in the paper. 
The solution is described but there should be more examples. The authors should add proof(s) of the properties, theorem or lemmas contained in the paper. It is necessary to discuss the complexity of the proposed solution. Some additional experiments are required:
 - Scalability.
The experiments have carried with some data that is not publicly available. Authors should make it available on some public website so that experiments can be reproduced.",Generic
Psychometric properties of instruments for assessing adherence to oral antineoplastic agents: a COSMIN systematic review,"Introduction
Oral antineoplastic therapies have increasingly become a mainstay therapy for various cancers. Selecting the most suitable instrument for assessing adherence to oral antineoplastic agents (OAAs) in cancer patients is crucial to tracking patients’ medication compliance. This review is the first to identify available instruments for assessing adherence to OAAs and examine the quality of their psychometric properties.

Methods
Following the Consensus-based Standards for the Selection of Health Measurement Instruments (COSMIN) guidelines and Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, eight electronic databases (PubMed, Embase, Web of Science, Cumulative Index to Nursing and Allied Health Literature (CINAHL), China National Knowledge Infrastructure (CNKI), Wanfang, Weipu, and Sinomed) were systematically searched for relevant studies published from inception until December 31, 2023. The study protocol received registration with the International Prospective Register of Systematic Reviews (CRD42024546402).

Results
Eight studies assessing eight identified instruments were included. Four instruments were universal to cancer patients treated with any OAA; the other four instruments were only suitable for a specific type of OAA. None of the studies explored measurement error, cross-cultural validity/measurement invariance, and responsiveness of the instruments. All the instruments failed to meet the COSMIN criteria. Eventually, seven instruments were weakly recommended for use to assess OAA adherence, and one was not recommended for assessing OAA adherence due to high-quality evidence for insufficient internal consistency.

Conclusion
The selection of the most appropriate instrument to assess adherence to OAAs depends on its psychometric properties and relevance to the type of OAA. Eight identified instruments for assessing adherence to OAAs demonstrated limited reliability and validity. Further thorough validation is required for all included instruments. Instruments with rigid measurement properties are urgently needed to be developed to assess OAA adherence in cancer patients.","It is important to clearly explain what is new and what is not in the proposed solution. If some parts are identical, they should be appropriately cited and differences should be highlighted. The solution is described but there should be more examples. The description of the proposed solution should be more formal.  The authors should add proof(s) of the properties, theorem or lemmas contained in the paper. The algorithm(s) should be described clearly using pseudocode. It is necessary to discuss the complexity of the proposed solution.
The experiments have been carried with a few datasets. It is necessary to add more datasets so as to make experiments more convincing.
To ensure reproducibility of the results, the code of the proposed solution should be made public on a website. The experiments have carried with some data that is not publicly available. Authors should make it available on some public website so that experiments can be reproduced.",Generic
Prevalence of chronic conditions in masters games athletes: predictors and comparison to the general population,"Background
Masters athletes (MA) are typically considered healthier than age-matched non-athletes. However, limited evidence exists on the prevalence of chronic conditions in MA.

Methods
Masters athletes competing at the 2017 Australian Masters Games (n = 4,848) and 2018 Pan Pacific Masters Games (n = 14,455) were invited to complete a survey collecting demographic and health information focused on chronic conditions. Age- and sex-adjusted prevalence of selected chronic conditions in MA was compared with Australian general population data.

Results
Overall, 817 MA (53.7 ± 10.6 y, 61% female) completed the survey with 48% reporting ≥1 chronic condition. Cardiovascular conditions were less prevalent in MA vs. the general population (11%, 95% CI [9–14%] vs. 30%), as were cardiovascular risk factors, anxiety, asthma, cancers, and depression. The prevalence of osteoarthritis in MA was, however, similar (11%, 95% CI [9–14%] vs. 14%). Older (>50 yr) vs. younger MA were more likely to report osteoarthritis (OR 2.17, 95% CI [1.35–3.48]) and heart conditions (OR 1.85, 95% CI [1.11–3.07]), while younger vs. older MA were more likely to report mental health conditions (OR 1.86, 95% CI [1.23–2.82]). Prevalence of mental health conditions was higher in female vs. male MA (17% 95% CI [13–20%] vs. 8% 95% CI [5–11%]) and younger vs. older MA (18% vs. 10%). Employed MA were less likely than MA who were not employed to report having one or more cancers (OR 0.33, 95% CI [0.16–0.69]), cardiovascular conditions (OR 0.47, 95% CI [0.29–0.79]) and hypertension (OR 0.36 95% CI [0.18–0.73]).

Conclusions
Cardiovascular and other chronic conditions prevalence was lower in MA compared to age-matched non-athletes, highlighting the value of promoting sport involvement in aging individuals as well as for continuation of participation in younger age groups into MA level. Greater participation of younger and female groups in masters sport to improve mental health, and inclusion of people who are not employed should be supported.","Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics. There are many irrelevant references. Authors should remove them to keep those that are closely related to the topic of the paper. The literature review is incomplete. Several relevant references are missing. The paper should be updated to include more recent references, preferably from the last 2 or 3 years. The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references.
The authors need to better explain the context of this research, including why the research problem is important.
The authors should add a table that compares the key characteristics of prior work to highlight their differences and limitations. The authors may also consider adding a line in the table to describe the proposed solution.
There are inconsistencies in the notations used through the paper. Please make it consistent. Please add a table that summarize all the notations used in the paper. 
It is important to clearly explain what is new and what is not in the proposed solution. If some parts are identical, they should be appropriately cited and differences should be highlighted. The solution is described but there should be more examples. The description of the proposed solution should be more formal.
The experiments should be updated to include some comparison with newer studies. A statistical analysis should be carried out to demonstrate that the experimental results are significant. There is not enough discussion of the experimental results. The experiments have been carried with a few datasets. It is necessary to add more datasets so as to make experiments more convincing. Some experiment(s) should be added to show that the proposed solution can be used in real applications.",Generic
Computer vision syndrome and associated factors among urban and rural bankers in Trinidad and Tobago,"Background
Modern workplace requirements in the banking sector require bankers to work on screens for more than 6 h a day, putting much stress and strain on their eyes, which leads to computer vision syndrome. Therefore, this study aimed to assess the prevalence of computer vision syndrome and associated factors among urban and rural bankers in Trinidad and Tobago.

Methods and materials
A cross-sectional design was applied to collect data from 399 bankers between April and June 2023. The collected data was entered into Excel worksheets and later uploaded to SPSS for further analysis. A variable with a P-value of 0.25 in binary logistic regression is a candidate for multi-variable logistic regression analysis. Finally, a variable with a P-value of 0.05 was used to declare statistical significance.

Results
A total of 371 participants were enrolled in this study, leading to a response rate of 92.9%. Of the total participants, 277 (74.7%) had computer vision syndrome. Working in rural areas (AOR = 2.69; 95% CI [1.41–5.13]) and using eyesight glasses (AOR = 0.57; 95% CI [0.33–0.97]) was associated with computer vision syndrome.

Conclusion
Despite being easily preventable, computer vision syndrome is substantially prevalent among bankers in Trinidad. The use of eye-sight glasses and the working area are significantly associated with computer vision syndrome. Therefore, it is necessary to improve workplace practices by encouraging the use of anti-glare screens and glasses for employees who work long hours on the computer.","The authors should add a table that compares the key characteristics of prior work to highlight their differences and limitations. The authors may also consider adding a line in the table to describe the proposed solution.
There are inconsistencies in the notations used through the paper. Please make it consistent. Please add a table that summarize all the notations used in the paper. 
It is important to clearly explain what is new and what is not in the proposed solution. If some parts are identical, they should be appropriately cited and differences should be highlighted. The solution is described but there should be more examples. The description of the proposed solution should be more formal.
The experiments should be updated to include some comparison with newer studies. A statistical analysis should be carried out to demonstrate that the experimental results are significant. There is not enough discussion of the experimental results. The experiments have been carried with a few datasets. It is necessary to add more datasets so as to make experiments more convincing. Some experiment(s) should be added to show that the proposed solution can be used in real applications.",Generic
"Prevalence, patterns, and determinants of drug-resistant tuberculosis in Gulf Cooperation Council countries: an updated systematic review","Drug resistance (DR) to antituberculosis drugs is a growing global problem that threatens the successful control of tuberculosis (TB) globally and within the Gulf Cooperation Council (GCC). In the GCC, TB remains a major public health issue. Understanding the prevalence and patterns of drug resistance to antituberculosis drugs is crucial for developing effective prevention and treatment strategies. Hence, the present systematic review is aimed at assessing the prevalence, pattern, and risk factors of drug-resistant TB (DR-TB) in GCC countries. We conducted this systematic review adhering to the guidelines outlined in the Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) 2020 Statement. Using the relevant keywords in the major databases, we included peer-reviewed articles that were published from 01 January 2014 and onwards in English language journals. The prevalence and patterns of DR-TB levels in different countries were different. Isoniazid monoresistance was the most commonly found type of resistance, with varying degrees of prevalence of multidrug-resistant tuberculosis (MDR-TB). Risk factors for DR-TB included diabetes mellitus, past TB treatment, younger age, female gender, and renal failure. There was a positive correlation between expatriate status and DR-TB. Collaborative actions by relevant stakeholders are essential to implement evidence-based interventions that reduce the DR-TB burden and improve overall community health. Ongoing research and surveillance activities are necessary for monitoring patterns, identifying new risk factors, and providing focused interventions to lessen the threat of DR-TB on public health in GCC countries.","Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics. There are many irrelevant references. Authors should remove them to keep those that are closely related to the topic of the paper. The literature review is incomplete. Several relevant references are missing. The paper should be updated to include more recent references, preferably from the last 2 or 3 years. The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references.
The authors need to better explain the context of this research, including why the research problem is important.
The authors should add a table that compares the key characteristics of prior work to highlight their differences and limitations. The authors may also consider adding a line in the table to describe the proposed solution.
There are inconsistencies in the notations used through the paper. Please make it consistent. Please add a table that summarize all the notations used in the paper. 
It is important to clearly explain what is new and what is not in the proposed solution. If some parts are identical, they should be appropriately cited and differences should be highlighted. The solution is described but there should be more examples. The description of the proposed solution should be more formal.",Generic
"Contribution of socio-demographic factors in prevalence of soil-transmitted helminth infections among newly arrived laborers in Jeddah, Saudi Arabia","Background
Soil-transmitted diseases are caused by intestinal worms transmitted via various routes into the human body resulting in various clinical manifestations. This study aimed to investigate the socio-demographic factors contributing mainly to the prevalence of soil-transmitted helminths (STHs) among newly arrived laborers in Jeddah, Saudi Arabia.

Methods
A total of 188 stool specimens were collected and examined macroscopically and microscopically using different techniques. In addition, real-time PCR was used as a molecular tool to detect several STHs. The descriptive analysis was used to evaluate demographic data and categorical variables in association with STHs infection.

Results
Of all participants, the mean age was 26.08 ± 2.67 years, including 103 females and 85 males. A total of 86 (45.70%) were illiterate, followed by 60 (31.90%) of participants belonging to elementary level. STHs and other intestinal parasites were detected among 35 newly arrived laborers (18.61%). Nineteen cases (10.11%) were infected with STHs, including 15 cases with one STHs (four A. lumbricoides, four N. americanus, four T. trichiura, two S. stercoralis, one A. duodenale) and four cases with two STHs (two T. trichiura and N. americanus; one S. stercoralis and A. duodenale; one T. trichiura and S. stercoralis). High rates of STHs infection were detected among drivers (11.70%) followed by housemaids (11.20%), but with no significant association to occupation. Higher rates of STHs infection were detected among those used to walk on soil barefoot in their home countries before arriving in Jeddah.

Conclusion
This study found that none of the newly arrived expatriate laborers in Jeddah was aware of STHs. About 10% of them had infection with one or two STHs, mainly among newly arrived laborers from Asian countries. There is a need for awareness programs and regular screening for STHs and other intestinal parasites among newly arrived expatriate laborers.","Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics. There are many irrelevant references. Authors should remove them to keep those that are closely related to the topic of the paper. The literature review is incomplete. Several relevant references are missing. The paper should be updated to include more recent references, preferably from the last 2 or 3 years. The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references.",Generic
"Bone histology and growth curve of the earliest ceratopsian Yinlong downsi from the Upper Jurassic of Junggar Basin, Northwest China","Yinlong downsi, the earliest known ceratopsian, is represented by dozens of specimens of different sizes collected from the Upper Jurassic of the Junggar Basin, northwestern China. Here, we present the first comprehensive study on the bone histology of Yinlong downsi based on ten specimens varying in size. Four ontogenetic stages are recognized: early juvenile, late juvenile, subadult, and adult. The reconstructed growth curve suggests that Yinlong may reach sexual maturity at 6 years old, which is earlier than that of the well-studied early-diverging ceratopsian Psittacosaurus (9 years old) but later than ceratopsids (about 3 to 5 years old). This may indicate that sexual maturity begins earlier during the evolution of ceratopsians, and that the giant size of ceratopsids is acquired by accelerating growth rates. The cortex of the tibia mainly consists of fibrolamellar bone tissues, but parallel-fibered bone and lines of arrested growth (LAGs) are very common throughout ontogeny, suggesting a moderate growth rate. Quantitative analysis indicates that Yinlong has a maximum growth rate similar to those of other small-sized dinosaurs such as Psittacosaurus, Dysalotosaurus, and Troodon, and their maximum growth rates are higher than those of extant squamates and crocodiles but lower than those of extant mammals and large dinosaurs. This suggests that body size plays a more important role in growth rate than other factors such as phylogenetic position and/or diet among non-avian dinosaurs.","There are inconsistencies in the notations used through the paper. Please make it consistent. Please add a table that summarize all the notations used in the paper. 
It is important to clearly explain what is new and what is not in the proposed solution. If some parts are identical, they should be appropriately cited and differences should be highlighted. The solution is described but there should be more examples. The description of the proposed solution should be more formal.
The experiments should be updated to include some comparison with newer studies. A statistical analysis should be carried out to demonstrate that the experimental results are significant. There is not enough discussion of the experimental results. The experiments have been carried with a few datasets. It is necessary to add more datasets so as to make experiments more convincing. Some experiment(s) should be added to show that the proposed solution can be used in real applications.",Generic
"Klastomycter conodentatus, gen et sp. nov., a small early Permian parareptile with conical teeth from Richards Spur, Oklahoma","A small, pristinely preserved specimen recently collected from the Dolese Brothers limestone quarry near Richards Spur, Oklahoma provides evidence for the presence of a new early Permian parareptile at this locality. The specimen includes an articulated, nearly complete skull roof, and with the right premaxilla, right quadratojugal, most of the right palate, as well as the right epipterygoid and the sphenethmoid preserved inside. Although similar in many respects to the other contemporary parareptiles Acleistorhinus, Delorhynchus and Colobomycter, it can be distinguished from other acleistorhinids by the presence of a number of autapomorphies related to its dentition. Phylogenetic analysis places it closer to Delorhynchus and Colobomycter within Acleistorhinidae than to Acleistorhinus pteroticus. Unique aspects of the present specimen include the pronounced anterior extension of the lacrimal bone, largely homodont dentition composed of simple conical crowns with slight recurvature in the premaxillary and anterior maxillary teeth, and simple conical crowns in posterior maxillary dentition. The discovery of this new parareptile along with the surprisingly large number of acleistorhinids at Richards Spur highlights the importance of the unique fissure and vertical cave system at this site. No other early Permian site has provided such a wide diversity of parareptilian taxa, part of a complex community of terrestrial vertebrates. The present specimen highlights the fine niche partitioning that appears to have been present among reptiles of this region.","The writing style of this paper is not good enough. Authors should spend some time improving it so that the paper can be read more smoothly.
Some figure(s) are blur. Authors should either use a higher resolution figure(s) or redo them as vector graphics.
The paper should be updated to include more recent references, preferably from the last 2 or 3 years.
The related work section is not well organized. Authors must try to categorize the papers and present them in a logical way.
Some experiment(s) should be added to show that the proposed solution can be used in real applications.
",Generic
The optimal training intervention for improving the change of direction performance of adolescent team-sport athletes: a systematic review and network meta-analysis,"Background
Due to the influence of growth, adolescent team-sport athletes have the need to improve their change of direction (COD) performance and reduce the risk of anterior cruciate ligament (ACL) injuries during COD. However, the optimal intervention for improving COD performance has not yet been determined.

Objective
To quantitatively assess the effects of diverse training interventions on COD performance.

Methods
A systematic search of five databases was conducted, adhering to the PRISMA guidelines. Randomized controlled trials that examined 10 distinct training interventions for COD performance in adolescent team-sport athletes were emphasized. Effect sizes were represented as standardized mean differences (SMD) with 95% credible intervals (CI). The Cochrane study risk assessment tool evaluated the risk of bias in the selected studies.

Results
Of the 36 studies analyzed, involving 1,125 participants. Eccentric overload training (EOT) (SMD = −2.06, 95% CI [−2.83 to −1.29]) emerged as the most effective training method for overall COD performance. Subgroup analysis shows that combined training (COM) (SMD = −2.14, 95% CI [−3.54 to −0.74]) was the best training intervention for COD performance with angles less than 90°. EOT (SMD = −2.84, 95% CI [−4.62 to −1.07]) also was two best training intervention for COD performance with angles greater than 90°.

Conclusions
The choice of training intervention should be determined based on the COD angle. When the COD angle exceeds 90° or is not restricted, EOT is the optimal intervention; however, this is not the case for angles below 90°. Further high-quality studies are needed in the future to validate these findings. ","The writing style of this paper is not good enough. Authors should spend some time improving it so that the paper can be read more smoothly.
The literature review is incomplete. Several relevant references are missing.
The paper should be updated to include more recent references, preferably from the last 2 or 3 years.
The reference format is inconsistent. Please check the format carefully and ensure it is consistent for all references.
The introduction should clearly explain the key limitations of prior work that are relevant to this paper.
The related work section is not well organized. Authors must try to categorize the papers and present them in a logical way.
The authors should add a clear and detailed problem definition. 
Please add a table that summarize all the notations used in the paper.
The authors should first give an overview of their solution before explaining the details. 
A novel solution is presented but it is important to better explain the design decisions (e.g. why the solution is designed like that).
There is not enough discussion of the experimental results. ",Generic
